timestamp,system_active,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,curr_alpha,curr_beta,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,output_alpha,output_beta,servo1_pos,servo2_pos,inference_time_us
982375,1,0.074,0.041,-1.018,21.969,0.992,-0.275,1.000,-1.000,0.001,-0.002,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4306
982395,1,0.072,0.034,-1.012,22.176,1.046,-0.290,1.000,-1.000,0.001,-0.002,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4331
982415,1,0.074,0.036,-1.006,22.023,1.076,-0.305,1.000,-1.000,0.001,-0.002,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4309
982436,1,0.079,0.036,-1.011,21.885,1.038,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4532
982455,1,0.072,0.039,-1.011,21.939,1.008,-0.443,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4308
982475,1,0.071,0.036,-1.011,21.977,0.901,-0.252,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4309
982496,1,0.070,0.031,-1.015,21.954,1.107,-0.260,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4307
982516,1,0.071,0.040,-1.019,22.015,0.985,-0.389,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4310
982536,1,0.069,0.042,-1.016,21.916,1.015,-0.412,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4305
982556,1,0.074,0.047,-1.014,21.901,0.779,-0.473,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4306
982576,1,0.067,0.046,-1.014,21.947,1.023,-0.382,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4307
982596,1,0.073,0.035,-1.016,22.099,0.817,-0.382,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4304
982616,1,0.069,0.036,-1.012,22.168,1.023,-0.397,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4435
982636,1,0.077,0.043,-1.005,22.084,0.939,-0.519,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4304
982656,1,0.070,0.031,-1.010,22.168,1.000,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4306
982676,1,0.073,0.041,-1.012,21.969,1.115,-0.313,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4305
982696,1,0.080,0.040,-1.015,21.962,0.969,-0.321,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4310
982716,1,0.066,0.044,-1.024,21.908,0.916,-0.344,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4310
982736,1,0.077,0.042,-1.023,21.947,0.863,-0.321,1.000,-1.000,0.001,-0.003,-0.001,0.225,-0.420,-0.165,1.000,-1.000,120.000,109.000,4311
982756,1,0.070,0.038,-1.009,21.916,0.962,-0.305,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.421,-0.165,1.000,-1.000,120.000,109.000,4308
982776,1,0.073,0.035,-1.018,21.824,0.863,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.165,1.000,-1.000,120.000,109.000,4309
982797,1,0.076,0.036,-1.022,22.031,0.969,-0.267,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.165,1.000,-1.000,120.000,109.000,4305
982817,1,0.072,0.041,-1.012,21.931,0.893,-0.221,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4307
982837,1,0.075,0.040,-1.020,22.168,1.046,-0.382,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4304
982857,1,0.076,0.037,-1.007,21.916,0.962,-0.313,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4304
982877,1,0.072,0.040,-1.019,21.931,1.000,-0.351,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4307
982897,1,0.072,0.039,-1.018,22.031,0.786,-0.237,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4304
982917,1,0.072,0.043,-1.007,21.992,0.931,-0.389,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4305
982937,1,0.074,0.043,-1.012,21.924,0.939,-0.397,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4305
982957,1,0.069,0.042,-1.028,22.000,1.076,-0.443,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4318
982977,1,0.071,0.042,-1.011,22.000,1.092,-0.412,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4312
982997,1,0.068,0.039,-1.013,22.092,0.885,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4308
983017,1,0.076,0.038,-1.008,22.000,0.977,-0.382,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4379
983037,1,0.073,0.034,-1.013,22.107,1.015,-0.336,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4313
983058,1,0.074,0.038,-1.008,21.878,1.130,-0.336,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4304
983078,1,0.084,0.040,-1.016,21.924,0.870,-0.221,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4303
983098,1,0.074,0.039,-1.014,21.924,0.824,-0.397,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4552
983118,1,0.075,0.044,-1.013,22.015,0.817,-0.244,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4433
983138,1,0.074,0.038,-1.016,21.931,1.084,-0.427,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.421,-0.166,1.000,-1.000,120.000,109.000,4305
983158,1,0.077,0.038,-1.006,22.000,1.122,-0.374,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4304
983178,1,0.069,0.039,-1.009,21.840,1.069,-0.267,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4303
983198,1,0.075,0.037,-1.009,22.252,1.099,-0.397,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4306
983218,1,0.075,0.038,-1.014,22.084,0.908,-0.191,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4402
983238,1,0.078,0.037,-1.016,21.992,1.008,-0.573,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4309
983258,1,0.075,0.038,-1.014,21.893,0.939,-0.344,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4310
983279,1,0.081,0.038,-1.018,21.931,0.985,-0.382,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4530
983298,1,0.074,0.040,-1.013,22.008,0.809,-0.435,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4307
983318,1,0.068,0.040,-1.011,21.878,0.939,-0.214,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4307
983339,1,0.070,0.041,-1.008,21.855,0.893,-0.374,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4306
983359,1,0.080,0.046,-1.015,22.130,0.893,-0.229,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4303
983379,1,0.072,0.041,-1.014,22.206,0.885,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4305
983399,1,0.072,0.041,-1.009,22.023,1.183,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4338
983419,1,0.070,0.040,-1.014,22.130,0.985,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4308
983439,1,0.079,0.039,-1.018,22.115,1.000,-0.565,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4305
983459,1,0.076,0.034,-1.018,22.076,0.908,-0.275,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4305
983479,1,0.073,0.036,-1.009,21.939,1.046,-0.275,1.000,-1.000,0.001,-0.002,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4304
983499,1,0.069,0.041,-1.013,21.679,0.832,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4307
983519,1,0.075,0.039,-1.008,21.969,0.908,-0.244,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4310
983539,1,0.075,0.042,-1.011,21.924,0.954,-0.260,1.000,-1.000,0.001,-0.003,-0.001,0.226,-0.422,-0.166,1.000,-1.000,120.000,109.000,4308
983559,1,0.072,0.039,-1.019,21.893,0.855,-0.214,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4309
983580,1,0.070,0.039,-1.012,22.160,0.985,-0.260,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4519
983599,1,0.074,0.037,-1.010,22.145,1.145,-0.374,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4309
983619,1,0.074,0.042,-1.019,22.244,1.092,-0.282,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4307
983640,1,0.076,0.037,-1.015,22.069,1.023,-0.420,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4307
983660,1,0.074,0.033,-1.017,22.214,1.000,-0.366,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4305
983680,1,0.071,0.034,-1.009,22.015,1.084,-0.374,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4304
983700,1,0.068,0.033,-1.006,21.916,1.038,-0.252,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4304
983720,1,0.076,0.039,-1.011,21.824,0.947,-0.588,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4307
983740,1,0.074,0.038,-1.011,21.794,0.931,-0.412,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.166,1.000,-1.000,120.000,109.000,4305
983760,1,0.074,0.040,-1.018,21.802,1.053,-0.351,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4324
983780,1,0.073,0.037,-1.011,21.954,1.122,-0.382,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4305
983800,1,0.073,0.041,-1.015,22.061,0.786,-0.252,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4310
983821,1,0.075,0.040,-1.012,22.168,1.031,-0.282,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4527
983840,1,0.072,0.039,-1.009,22.069,1.000,-0.450,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4307
983860,1,0.073,0.050,-1.012,22.115,1.053,-0.275,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4308
983881,1,0.074,0.038,-1.007,21.954,0.863,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4306
983901,1,0.073,0.037,-1.017,21.985,1.053,-0.351,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4337
983921,1,0.067,0.039,-1.023,21.939,1.038,-0.443,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4304
983941,1,0.072,0.041,-1.017,21.969,1.122,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.423,-0.167,1.000,-1.000,120.000,109.000,4306
983961,1,0.072,0.039,-1.007,22.122,1.092,-0.267,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4305
983981,1,0.074,0.043,-1.009,22.061,1.023,-0.344,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4316
984001,1,0.075,0.043,-1.002,22.122,1.115,-0.145,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4535
984021,1,0.066,0.042,-1.011,21.939,1.000,-0.344,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4309
984041,1,0.073,0.038,-1.008,22.061,0.954,-0.427,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4346
984061,1,0.076,0.034,-1.011,21.954,0.847,-0.229,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4308
984082,1,0.073,0.041,-1.016,22.023,0.939,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4526
984102,1,0.070,0.043,-1.016,22.038,1.031,-0.328,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4319
984122,1,0.077,0.037,-1.015,21.954,1.137,-0.328,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4305
984142,1,0.073,0.035,-1.009,21.962,0.863,-0.450,1.000,-1.000,0.001,-0.002,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4429
984162,1,0.075,0.036,-1.009,21.954,0.962,-0.267,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4304
984182,1,0.079,0.042,-1.012,21.947,0.809,-0.229,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4544
984202,1,0.071,0.043,-1.019,22.130,0.977,-0.351,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4304
984222,1,0.070,0.036,-1.012,22.023,0.832,-0.359,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4306
984242,1,0.075,0.032,-1.008,21.939,0.962,-0.389,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4447
984262,1,0.073,0.040,-1.016,21.977,0.969,-0.405,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4308
984282,1,0.074,0.032,-1.009,22.099,0.962,-0.412,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4310
984302,1,0.075,0.040,-1.011,21.939,0.931,-0.389,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4309
984322,1,0.074,0.039,-1.008,21.878,0.977,-0.267,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4309
984342,1,0.071,0.029,-1.011,21.962,1.076,-0.405,1.000,-1.000,0.001,-0.003,-0.001,0.227,-0.424,-0.167,1.000,-1.000,120.000,109.000,4309
984362,1,0.072,0.034,-1.021,21.908,0.809,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4307
984383,1,0.073,0.038,-1.018,21.931,1.008,-0.115,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4303
984403,1,0.074,0.041,-1.013,21.977,0.962,-0.389,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4307
984423,1,0.078,0.041,-1.012,22.023,1.084,-0.450,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4306
984443,1,0.072,0.047,-1.009,22.023,1.061,-0.366,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4305
984463,1,0.073,0.037,-1.005,22.008,0.885,-0.344,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4305
984483,1,0.076,0.038,-1.014,21.924,1.069,-0.267,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4307
984503,1,0.070,0.042,-1.013,21.939,1.092,-0.313,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4305
984523,1,0.072,0.044,-1.011,21.992,0.908,-0.374,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4512
984543,1,0.068,0.042,-1.009,21.840,0.901,-0.252,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4305
984563,1,0.070,0.045,-1.015,21.954,0.893,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4306
984583,1,0.071,0.044,-1.009,22.000,0.908,-0.252,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4368
984603,1,0.071,0.041,-1.018,22.015,0.939,-0.412,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4307
984623,1,0.079,0.043,-1.007,22.069,1.031,-0.290,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4308
984644,1,0.069,0.037,-1.015,21.840,1.000,-0.427,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4307
984664,1,0.069,0.037,-1.020,21.931,0.916,-0.427,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4304
984684,1,0.072,0.041,-1.014,22.023,1.038,-0.389,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4304
984704,1,0.074,0.042,-1.003,22.069,1.046,-0.282,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4515
984724,1,0.073,0.041,-1.009,22.130,1.053,-0.260,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.425,-0.167,1.000,-1.000,120.000,109.000,4305
984744,1,0.072,0.038,-1.005,22.015,1.061,-0.565,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4304
984764,1,0.070,0.036,-1.006,22.053,0.893,-0.176,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4303
984784,1,0.072,0.039,-1.018,21.931,0.901,-0.427,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4308
984804,1,0.077,0.035,-1.011,21.954,1.000,-0.359,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4305
984824,1,0.074,0.036,-1.009,21.847,0.809,-0.511,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4304
984844,1,0.074,0.037,-1.012,21.962,1.092,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4305
984864,1,0.074,0.034,-1.013,21.962,0.954,-0.313,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4311
984885,1,0.073,0.038,-1.010,21.840,0.969,-0.412,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4530
984904,1,0.069,0.041,-1.018,21.885,0.924,-0.359,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4308
984924,1,0.068,0.039,-1.009,22.008,1.031,-0.305,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4308
984944,1,0.073,0.042,-1.016,21.931,1.069,-0.168,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4311
984965,1,0.075,0.046,-1.011,21.992,0.954,-0.397,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4303
984985,1,0.077,0.039,-1.006,22.115,0.817,-0.290,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4305
985005,1,0.070,0.042,-1.017,22.099,0.817,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4316
985025,1,0.072,0.041,-1.010,22.130,0.870,-0.267,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4310
985045,1,0.076,0.040,-1.007,21.924,0.878,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4303
985065,1,0.070,0.044,-1.010,21.977,0.969,-0.328,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4449
985085,1,0.067,0.031,-1.015,21.985,1.053,-0.237,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4308
985105,1,0.077,0.038,-1.013,21.817,1.023,-0.275,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4308
985125,1,0.069,0.041,-1.017,21.924,1.076,-0.481,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.426,-0.168,1.000,-1.000,120.000,109.000,4307
985145,1,0.075,0.037,-1.020,22.038,0.802,-0.153,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.427,-0.168,1.000,-1.000,120.000,109.000,4309
985166,1,0.076,0.040,-1.011,21.954,1.053,-0.351,1.000,-1.000,0.001,-0.003,-0.001,0.228,-0.427,-0.168,1.000,-1.000,120.000,109.000,4452
985186,1,0.072,0.042,-1.015,21.908,1.015,-0.366,1.000,-1.000,0.001,-0.002,-0.001,0.228,-0.427,-0.168,1.000,-1.000,120.000,109.000,4303
985206,1,0.071,0.038,-1.016,22.153,1.015,-0.336,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4305
985226,1,0.074,0.042,-1.008,22.076,0.908,-0.427,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4305
985246,1,0.076,0.042,-1.010,21.985,1.046,-0.237,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4307
985266,1,0.076,0.034,-1.011,21.924,0.840,-0.519,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4380
985286,1,0.067,0.038,-1.017,21.924,0.931,-0.382,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4305
985306,1,0.073,0.038,-1.016,21.779,0.863,-0.298,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4305
985326,1,0.072,0.037,-1.013,21.947,0.962,-0.275,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4310
985346,1,0.072,0.042,-1.007,21.962,1.008,-0.359,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4309
985366,1,0.074,0.047,-1.016,22.008,0.901,-0.366,1.000,-1.000,0.001,-0.003,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4309
985387,1,0.077,0.039,-1.017,22.084,1.053,-0.252,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4529
985407,1,0.067,0.043,-1.012,22.000,1.168,-0.267,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4307
985427,1,0.074,0.044,-1.013,22.099,1.099,-0.328,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4305
985447,1,0.074,0.038,-1.007,22.076,1.046,-0.290,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4304
985467,1,0.071,0.038,-1.011,22.137,1.206,-0.351,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4307
985487,1,0.074,0.036,-1.009,22.046,0.916,-0.397,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4304
985507,1,0.073,0.034,-1.020,22.046,1.015,-0.298,1.000,-1.000,0.001,-0.002,-0.001,0.229,-0.427,-0.168,1.000,-1.000,120.000,109.000,4305
